,type,geometry.type,geometry.coordinates,properties.id,properties._scope,properties.allowDonations,properties.classification,properties.countPlanted,properties.countTarget,properties.country,properties.currency,properties.fixedRates,properties.image,properties.isApproved,properties.isFeatured,properties.isPublished,properties.isTopProject,properties.location,properties.minTreeCount,properties.name,properties.paymentDefaults.fixedTreeCountOptions,properties.paymentDefaults.fixedDefaultTreeCount,properties.purpose,properties.reviewScore,properties.reviews,properties.slug,properties.taxDeductionCountries,properties.tpo.image,properties.tpo.address.zipCode,properties.tpo.address.country,properties.tpo.address.address,properties.tpo.address.city,properties.tpo.name,properties.tpo.id,properties.tpo.email,properties.tpo.slug,properties.treeCost,properties.unitCost,properties.description,properties.metadata.degradationCause,properties.metadata.longTermPlan,properties.metadata.mainChallenge,properties.metadata.motivation,properties.options,properties.paymentDefaults,properties.fixedRates.CHF,properties.metadata.actions,properties.metadata.benefits,properties.metadata.coBenefits,properties.metadata.ecologicalBenefits,properties.metadata.socialBenefits
83,Feature,Point,"[38.290125, -4.797381]",proj_9gMJZ5oDr6HG6TvExAlJpQsJ,map,True,urban-planting,8719.0,15000.0,TZ,EUR,[],649712a0c1758250655747.jpg,False,False,True,False,"Tanga region, at Lushoto District, Tanzania",1.0,Fruit Trees for Lushoto District's Schools and Main Road,"[10, 20, 50, 100]",5.0,trees,0,[],fruit-trees-for-lushoto-districts-schools-adn-main-road,"['DE', 'US', 'ES']",60e1fe656d350233828454.jpg,21701,TZ,P.O.Box 249 Lushoto,Tanga,Changamoto Youth Development Organization,tpo_R0pGmcqFaVpYnV0EKUiDZDHj,changamotoyouth@gmail.com,changamoto-youth-development-organization,0.7000000000000001,0.7000000000000001,,,,,,[],,,,,,,
84,Feature,Point,"[-3.4455899999999, 55.335291817205]",proj_6D2v791pcqVIE6qYcBkdmaXu,map,False,large-scale-planting,14378.0,14478.0,GB,EUR,[],5f622dbcc34b0995290636.jpeg,False,False,True,False,"Moffat, Dumfriesshire",1.0,"Talla & Gameshope, Tweedsmuir, Scotland","[1, 1, 1, 1]",1.0,trees,0,[],talla-gameshope-tweedsmuir-scotland,"['DE', 'US', 'ES']",62f17359ebb67864676307.png,29464,US,"1007 Johnnie Dodds Blvd, Suite 134",Mount Pleasant,Climate Impact Partners,tpo_6CjTMsBqdVKNbZKq5hlGBLji,rfay@naturalcapitalpartners.com,natural-capital-partners,3.89,3.89,,,,,,[],,,,,,,
85,Feature,Point,"[-72.975860847626, -36.894017219924]",proj_95TqFfC3Z5FU99HKKdNwM6TL,map,True,large-scale-planting,3.0,100000.0,CL,EUR,[],614a0269adc1a716693484.jpg,False,False,True,False,,0.0,"Parque Nacional Nonguén, Biobio, Chile",,,trees,0,[],pn-nonguen,"['DE', 'US', 'ES']",5c360cec6e64b630782497.jpeg,-,CL,Del Inca 4622-,Las Condes,Fundación Reforestemos,tpo_tSwZhzbNw1hROqA2uo5bWiL1,contacto@reforestemos.cl,fundacion-reforestemos,7.0,7.0,,,,,,[],,,,,,,
86,Feature,Point,"[37.564667, 6.3011730009636]",proj_Rep57jIWWazf4gHc3fLEpfvp,map,True,agroforestry,706.0,17000.0,ET,EUR,[],5e25a00c3b31b038252272.jpeg,False,False,True,False,"Gircha in Chencha, Ethiopia
Gircha Highland Fruits and Vegetables Research Centre, Arba Minch University",1.0,"AMU EcoVillage Project, Ethiopia","[1, 1, 1, 1]",1.0,trees,0,[],amu-ecovillage-project,"['DE', 'US', 'ES']",5e210eb0c31fc417472239.png,15328,DE,Herzershof 10,Küstriner Vorland,UnaVision,tpo_LwJ7t05w2SXRB7pndhTw15r2,christoph.drescher@unavision.eu,unavision-1,5.0,5.0,,,,,,[],,,,,,,
87,Feature,Point,"[-50.258381, 1.605087]",proj_85wUqdYlqzqzeh43lN6kHLse,map,False,natural-regeneration,1481168.0,3000000.0,BR,EUR,[],5bf3f97578d42195298304.jpeg,False,False,True,False,Brazil,1.0,Wildlife corridors for the Atlantic Forest,"[1, 1, 1, 1]",1.0,trees,0,[],wildlife-corridors-for-the-atlantic-forest,"['DE', 'US', 'ES']",5c34ad2966ac1756417530.jpeg,3090,BE,Ogentroostlaan 15,Overijse,WeForest,tpo_S99AZM07xKCL1q8AsvNG1gYy,louise.tideman@weforest.org,weforest,3.0,3.0,,,,,,[],,,,,,,
88,Feature,Point,"[8.61265, 7.4505]",proj_bfAyPDJ1Ffzze5AfOccnXNIR,map,True,agroforestry,0.0,30000.0,NG,EUR,[],62ffe5c3b8ca6572948038.jpg,False,False,True,False,,0.0,"Nigeria’s Ecosystem Restoration Project with SAFE TREE planting system in the Arid Zone of Benue State, Nigeria.",,,trees,0,[],sirpnigeria-org,"['DE', 'US', 'ES']",,400004,NG,"161 Agbani Road, Enugu, Nigeria.",Enugu,Society for the Improvement of Rural People,tpo_7QUouaJ16oxcmY8GWh8s20zS,sirp.nigeria@gmail.com,society-for-the-improvement-of-rural-people,79.0,79.0,,,,,,[],,,,,,,
89,Feature,Point,"[30.078078, 0.169899]",proj_UJ96KUbReAlguhLLS3r9psZC,map,True,agroforestry,106566.0,2000000.0,UG,EUR,[],5cdeca14c7f5e415275791.jpg,False,False,True,False,"Rwenzori Mountains (Kasese District, Uganda) is a mountain range of eastern Equatorial Africa, located on the border between Uganda and the Democratic Republic of the Congo.",2.0,Reforestation for communities staying around Mt. Rwenzori Forest National Park,"[10, 25, 50, 100]",5.0,trees,0,[],reforestation-for-communities-staying-around-mt-rwenzori-forest-national-park,"['DE', 'US', 'ES']",5cfa543a047a8200833249.jpeg,00256,UG,"P.O BOX 638, Kasese-Uganda",Kasese,DEFENDERS OF THE PLANET,tpo_CtyZEKi8IQUReQOuJzJDwXJc,depla@mail.com,defenders-of-the-planet,0.4,0.4,,,,,,[],,,,,,,
90,Feature,Point,"[-5.667226, 9.946654]",proj_6JkxhrIH6gh5UTaZYVbDD19n,map,True,natural-regeneration,1485.0,10000.0,CI,EUR,[],5c000144c79c9515866704.jpeg,False,False,True,False,Ivory Coast,1.0,Projet de reboisement POROH VERT,"[1, 1, 1, 1]",1.0,trees,0,[],projet-de-reboisement-poroh-vert,"['DE', 'US', 'ES']",618e169fb8383682450026.jpg,,CI,Cite Des Arts F01A,Abidjan,ONG PAGE VERTE,tpo_XOVOGZ7j4pbyX4dI95TUdUSk,infos@ongpageverte.org,ong-page-verte,1.8900000000000001,1.8900000000000001,,,,,,[],,,,,,,
91,Feature,Point,"[35.722382944408, 31.515300246705]",proj_9HwkwQYlDnO3TtnJlrA8cFdp,map,True,large-scale-planting,2155847.0,3000000.0,JO,EUR,[],622fa67dd447d556077822.jpg,False,False,True,False,Palestin,1.0,The Million Tree Campaigns (MTC),"[10, 25, 50, 100]",5.0,trees,0,[],the-million-tree-campaigns-mtc,"['DE', 'US', 'ES']",60e1517051dbd522077882.png,11181,JO,"Amman, Jordan",Amman,Arab Group for the Protection of Nature,tpo_SNU7GxXpoK5cXE9TfsujPwY7,info@apnature.org,arab-group-for-the-protection-of-nature,6.0,6.0,,,,,,[],,,,,,,
92,Feature,Point,"[29.015407562255856, -1.6216401415769561]",proj_oEAbWpTPUQObkR0jkz4g5Jep,map,False,agroforestry,1707.0,2021800.0,CD,EUR,[],60e46c0183891497819555.jpg,False,False,True,False,Masisi and Nyiragongo Territory in North Kivu,1.0,Support for community agroforestry in the Virunga Landscape,"[10, 25, 50, 100]",5.0,trees,0,[],support-for-community-agroforestry-in-the-virunga-landscape-in-the-territory-of-nyiragongo-and-masisi-in-the-province-of-north-kivu,"['DE', 'US', 'ES']",60e5eec8b706a960440775.jpg,078,CD,Av Carmel numero 125 Goma,Goma,World Wide Initiative for Development/ hands for the little,tpo_pOY0x8D4fsr6djemCrBpCnDW,wwidhfl@gmail.com,world-wide-initiative-for-development-hands-for-the-little,1.1400000000000001,1.1400000000000001,,,,,,[],,,,,,,
93,Feature,Point,"[39.665612, 8.626547]",proj_jIg2aW8I6RkLHwLcEZodh5Wq,map,True,large-scale-planting,35370.0,350000000.0,ET,EUR,[],5df8868b3c5cb155424440.jpg,False,True,True,False,Ethiopia,2.0,Plant-for-Ethiopia,"[10, 25, 50, 100]",5.0,trees,0,[],plant-for-ethiopia,"['DE', 'US', 'ES']",,82327,DE,Lindemannstr. 13,Tutzing,Plant-Together,tpo_C4ika20ZwPWjJzEBCz3MxNuX,plantforethiopia@plant-for-the-planet.org,plant-together,2.0,2.0,,,,,,[],,,,,,,
94,Feature,Point,"[-73.406734, -50.94163]",proj_lUjjbuZsvQgC1Qu4UMsl5hQ6,map,False,large-scale-planting,343483.0,5000000.0,CL,EUR,[],5c01340468ccb158080147.jpeg,False,False,True,False,Chile,2.0,Reforestemos Patagonia,"[10, 25, 50, 100]",5.0,trees,0,[],reforestemos-patagonia,"['DE', 'US', 'ES']",5c360cec6e64b630782497.jpeg,-,CL,Del Inca 4622-,Las Condes,Fundación Reforestemos,tpo_tSwZhzbNw1hROqA2uo5bWiL1,contacto@reforestemos.cl,fundacion-reforestemos,7.58,7.58,,,,,,[],,,,,,,
95,Feature,Point,"[37.07859, 0.014820001525928002]",proj_SuKA0nlGqbv4PZib0xnaoUSs,map,False,urban-planting,7795.0,30000.0,KE,EUR,[],5e53c2ec387f2483184459.png,False,False,True,False,"Meru and Laikipia Counties, Kenya",1.0,Trees for Mount Kenya Schools,"[1, 1, 1, 1]",1.0,trees,0,[],trees-for-mount-kenya-schools,"['DE', 'US', 'ES']",5e412fac889c3171448650.jpeg,BA11 4NP,GB,"Rockfield House, Horn Street",Nunney,Community Health and Sustainable Environment,tpo_KGOBjnGCBB04GEmyg7l597cu,naomihope@chaseafrica.org.uk,community-health-and-sustainable-environment,0.71,0.71,,,,,,[],,,,,,,
96,Feature,Point,"[40.05, -3.264167]",proj_tYk6IVuT28zaoFeypFfopBG2,map,True,large-scale-planting,129.0,1000000.0,KE,EUR,[],61385293e20c2443824435.jpeg,False,False,True,False,"Malindi, Kenya",1.0,Growing Church Forests in Malindi,"[10, 25, 50, 100]",5.0,trees,0,[],growing-church-forests-in-malindi,"['DE', 'US', 'ES']",,80200,KE,P. O. Box 1573,Malindi,Catholic Diocese of Malindi,tpo_Ydku1O00iOCGa1vnH6gljueG,malindidevelopment@yahoo.com,catholic-diocese-of-malindi,2.31,2.31,,,,,,[],,,,,,,
97,Feature,Point,"[31.1568428, 1.445901112]",proj_4jIZiMYhCLt9jDqbk5bMS7js,map,False,natural-regeneration,153976.0,1000000.0,UG,EUR,[],5c0667d4c7691905806080.jpeg,False,False,True,False,"Uganda, Hoima District",1.0,Coffee Farming as an Alternative Livelihood,"[1, 1, 1, 1]",1.0,trees,0,[],coffee-farming-as-an-alternative-livelihood,"['DE', 'US', 'ES']",5d36e79ff2144551873475.jpeg,245,UG,PO Box 245,Hoima,The Bulindi Chimpanzee & Community Project,tpo_3NCx76sPjt663SvEroJr9Uoa,bccp@bulindichimpanzees.co.uk,the-bulindi-chimpanzee-community-project,0.9500000000000001,0.9500000000000001,,,,,,[],,,,,,,
98,Feature,Point,"[9.1153010679792, 4.0412503016291]",proj_BcDy0MniYLcV1cGSGzbvb7dR,map,True,other-planting,121.0,10000.0,CM,EUR,[],630817688fbc8950207720.jpg,False,False,True,False,,0.0,Etinde Community forest restoration project,,,trees,0,[],http-www-ecobalances-org,"['DE', 'US', 'ES']",,+237,CM,"Chief Street Bomaka, P.O Box 78, Buea",Buea,Ecological Balance,tpo_q2YBZlRe9vqoi64gaHN1Jic1,limbitatab@gmail.com,ecological-balance,3.8,3.8,,,,,,[],,,,,,,
99,Feature,Point,"[34.33767, 0.056780000000000004]",proj_u7Z6M4C2YrMvFMUyhTqlO7Sh,map,True,agroforestry,600.0,1120.0,KE,EUR,[],60dda410b075f334367368.jpg,False,False,True,False,,1.0,"Agroforestry in Ngiya, Kenia","[10, 25, 50, 100]",5.0,trees,0,[],agroforestry-ngiya,"['DE', 'US', 'ES']",,91315,DE,Richard-Strauß-Str. 38,Höchstadt,Technik ohne Grenzen e.V.,tpo_J3hMvZNdsINMIozC57KLomB5,franzi.enzmann@teog.de,technik-ohne-grenzen-e-v,2.0,2.0,,,,,,[],,,,,,,
100,Feature,Point,"[-79.269206, -4.318056]",proj_jfwBmeOKamvN504VBol3ZHM2,map,True,managed-regeneration,18728.0,200000.0,EC,EUR,[],63a3780132286399676687.jpg,False,False,True,False,"South of Tumianuma, Province Loja, Ecuador",1.0,Sacred Mountain – natural Reforestation Ecuador,"[1, 1, 1, 1]",1.0,trees,0,[],sacred-mountain-natural-reforestation-ecuador,"['DE', 'US', 'ES']",5e8c7e8b15e89399801959.png,4057,CH,Dorfstrasse 35,Basel,Árbol Co(n)razón,tpo_bjslwMEJI6C0d3MQGfBwUfo4,arbol.conrazon@gmail.com,arbol-co-n-razon,3.0,3.0,,,,,,[],,,,,,,
101,Feature,Point,"[34.621528, 0.80393]",proj_wqgGnda7Je2791h2214996tY,map,True,managed-regeneration,51.0,500000.0,KE,EUR,[],62fce38a26a69731334201.jpg,False,False,True,False,,0.0,Mt. Elgon farms regeneration and restoration program (Mt. Elgon FRRP),,,trees,0,[],mt-elgon-frrp,"['DE', 'US', 'ES']",,50202,KE,: P O BOX 334,Bungoma,Joedy Foundation,tpo_km25jr1NhZRa1b9DnDm02159,ajoedyfoundation@gmail.com,joedy-foundation,4.95,4.95,,,,,,[],,,,,,,
102,Feature,Point,"[113.81933935198, -2.1730349401029]",proj_IayG16fWq0B5ukJE0M7fiiKn,map,False,agroforestry,1455040.0,100000000.0,ID,EUR,[],6347c87d22422750951399.jpg,False,False,True,False,"Central Kalimantan, Borneo",1.0,100 Million Trees,"[1, 1, 1, 1]",1.0,trees,0,[],1-million-trees,"['DE', 'US', 'ES']",5f72ea1ecef20981015970.jpeg,70178,DE,Hasenbergstraße 31,Stuttgart,Fairventures Worldwide gGmbH,tpo_EBxT46ofbBusGBm1Oa7Pe1OG,info@fairventures.org,fairventures-worldwide-ggmbh,5.0,5.0,,,,,,[],,,,,,,
103,Feature,Point,"[-84.954496090274, 10.068054477686]",proj_N6DGzA2RkRuv6HldQGkPrPmQ,map,True,managed-regeneration,4100.0,24000.0,CR,EUR,[],60ddd5d661faa120054000.jpg,False,False,True,False,"Morales, Puntarenas Provence, Costa Rica",1.0,TreesForSeas: Dry Forest Restoration,"[10, 25, 50, 100]",5.0,trees,0,[],https-www-classy-org-campaign-trees-for-seas-c288055,"['DE', 'US', 'ES']",60be9f5d4f2ef056460181.jpg,60103,CR,200m Oeste al Súper La Familia,Punta Morales,TreesForSeas,tpo_2catjABE9mBMrJ88MB2KqadC,info@astilleroverde.org,treesforseas,5.0,5.0,,,,,,[],,,,,,,
104,Feature,Point,"[153.377141, -28.551487]",proj_U3QlC4V6MzaUYYEj73KzB7ER,map,False,large-scale-planting,938.0,20000.0,AU,EUR,[],60e4f2e32b02a044124160.jpg,False,False,True,False,,1.0,Bushfire recovery in Australia,"[10, 25, 50, 100]",5.0,trees,0,[],https-www-rainforestrangers-org-bigscrubrainforest,"['DE', 'US', 'ES']",605c3d6166825597365851.png,2482,AU,81 83 Burringbar St,Mullumbimby,Rainforest Rangers,tpo_YAyAMCLvBdM5r5LFrfD8Ts9a,zia@rainforestrangers.org,rainforest-rangers,5.0,5.0,,,,,,[],,,,,,,
105,Feature,Point,"[8.546802147775901, 49.671865949773256]",proj_W3ERDYuQq7hQVQCyb9Yswrt6,map,False,other-planting,325.0,300.0,DE,EUR,[],6047a13887ba0688324310.jpeg,False,False,True,False,,2.0,Rhein-Main Pflanzaktion 2021,"[10, 20, 50, 100]",5.0,trees,0,[],teog-pflanzt-rheinmain-2021,"['DE', 'US', 'ES']",,91315,DE,Richard-Strauß-Str. 38,Höchstadt,Technik ohne Grenzen e.V.,tpo_J3hMvZNdsINMIozC57KLomB5,franzi.enzmann@teog.de,technik-ohne-grenzen-e-v,2.0,2.0,,,,,,[],,,,,,,
106,Feature,Point,"[143.61433, -36.420722153535]",proj_i9BKPEvHj8nQ3m7x5htaEgi5,map,True,large-scale-planting,34042.0,150000.0,AU,EUR,[],5e54609339ea4788841293.jpeg,False,False,True,False,Wedderburn,1.0,Ngulambarra,"[1, 1, 1, 1]",1.0,trees,0,[],ngulambarra,"['DE', 'US', 'ES']",,3000,AU,"Level 4, 517 Flinders Lane",Melbourne,Greenfleet,tpo_sW7WT76yp3PjjUvsvFGx7oHl,partnerships@greenfleet.com.au,greenfleet,6.7,6.7,,,,,,[],,,,,,,
107,Feature,Point,"[-2.1565399999999, 57.113131349612]",proj_VeREoFRy6aF0ekx4fWqJ3mIu,map,False,large-scale-planting,23352.0,23252.0,GB,EUR,[],5f636fead2f8d009435014.jpeg,False,False,True,False,"Maryfield Farm, Aberdeenshire, Near Banchory",1.0,"Maryfield, Banchory, Scotland","[1, 1, 1, 1]",1.0,trees,0,[],maryfield-banchory-scotland,"['DE', 'US', 'ES']",62f17359ebb67864676307.png,29464,US,"1007 Johnnie Dodds Blvd, Suite 134",Mount Pleasant,Climate Impact Partners,tpo_6CjTMsBqdVKNbZKq5hlGBLji,rfay@naturalcapitalpartners.com,natural-capital-partners,3.89,3.89,,,,,,[],,,,,,,
108,Feature,Point,"[-92.035, 14.39144]",proj_4urzfQ47Xwv5SlNOurnXn2hU,map,True,large-scale-planting,64429.0,430000.0,GT,EUR,[],642dbcc6039a2869396910.jpg,False,False,True,False,,1.0,Guatemala 2023 – Restoring the Southwest Coast of Guatemala,,,trees,0,[],restoring-guatemala,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,0.91,0.91,,,,,,[],,,,,,,
109,Feature,Point,"[-97.456, 25.9045]",proj_CgoJfaypzTRWeZ5bCRQZtDP9,map,False,urban-planting,140.0,140.0,US,EUR,[],61b7a83deec84491029074.png,False,False,True,False,,0.0,Texas 2022 - Salesforce Trees for Dreamforce,"[0, 0, 0, 0]",0.0,trees,0,[],texas,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,266.0,266.0,,,,,,[],,,,,,,
110,Feature,Point,"[125.36588, 7.1339101092207]",proj_gNHIESSoSSpiYXLvoqe5TT2y,map,True,managed-regeneration,20267.0,10000000.0,PH,EUR,[],5e8ddbd45a1a3059517116.jpg,False,False,True,False,"Davao Region, Mindanao, Philippines",1.0,CLIP-Phi - Climate Protection through Indigenous Peoples in the Philippines,"[10, 20, 50, 100]",5.0,trees,0,[],clip-phi-climate-protection-through-indigenous-peoples-in-the-philippines,"['DE', 'US', 'ES']",5ef8dd2b18867857288925.jpeg,8000,PH,14 Alaminos St. Rolling Hills Subdivision,Davao City,EGIP Foundation Inc.,tpo_cGCVUELrWDpl89JYYZsMK05L,egip_foundation@yahoo.com.ph,egip-foundation-inc,6.0,6.0,,,,,,[],,,,,,,
111,Feature,Point,"[38.29713, -4.8157272842774]",proj_ON5HC3IfetF3TO1EMWxjV6Uc,map,True,natural-regeneration,94516.0,380000.0,TZ,EUR,[],64971a1182b91118820417.jpg,False,False,True,False,"Magila Village, Lushoto, Tanzania",2.0,Replanting trees to the Burnt Mkussu/Magila Forest Reserve,"[10, 25, 50, 100]",5.0,trees,0,[],replanting-trees-to-the-burnt-magila-natural-forest-reserve,"['DE', 'US', 'ES']",60e1fe656d350233828454.jpg,21701,TZ,P.O.Box 249 Lushoto,Tanga,Changamoto Youth Development Organization,tpo_R0pGmcqFaVpYnV0EKUiDZDHj,changamotoyouth@gmail.com,changamoto-youth-development-organization,0.35000000000000003,0.35000000000000003,,,,,,[],,,,,,,
112,Feature,Point,"[-66.354814767838, -17.436097117451]",proj_izBzcnm2WCEBFUpyKIDGXga8,map,False,agroforestry,951.0,6000.0,BO,EUR,[],5e3d2c238ed1b484491423.JPG,False,False,True,False,Sipe Sipe im Tal von Cochabamba in Bolivien / Sipe Sipe in the Valley of Cochabamba in Bolivia,2.0,Agroforstwirtschaft zur Unterstützung der Wiederaufforstung und der Subsistenzlandwirtschaft in den trockenen Anden Boliviens / Agroforestry to assist forest restoration and subsistence farming in the dry Bolivian Andes,"[10, 20, 50, 100]",5.0,trees,0,[],agroforestry-to-assist-forest-restoration-in-the-dry-bolivian-andes,"['DE', 'US', 'ES']",,NA,BO,MOLLESNEJTA -Centre of Andean Agroforestry,"Sipe Sipe, Department Cochabamba",Mollesnejta -  Agroforestry Practice and Research Academy,tpo_nmDlBI3yQvNVBj2AsujG4dOF,agroforestry.bolivia@gmail.com,mollesnejta-agroforestry-practice-and-research-academy,6.5,6.5,,,,,,[],,,,,,,
113,Feature,Point,"[38.45347904732, -5.1609006618494]",proj_e6qpdjxOeLOi6N3DjeZzXSb1,map,True,large-scale-planting,37394.0,8000000.0,TZ,EUR,[],63959d5e06529444543767.jpg,False,False,True,False,,1.0,Plant to stop poverty (PSP),"[10, 25, 50, 100]",5.0,trees,0,[],https-www-forestfocus-co-tz,"['DE', 'US', 'ES']",614a10fbdfe8c622005895.jpg,21601,TZ,B. o. box 384 Korogwe,Tanga,Forest Focus,tpo_n6eAWmIF72Xkx0BQGRGsuRKB,forestfocusppl@gmail.com,forest-focus,0.34,0.34,,,,,,[],,,,,,,
114,Feature,Point,"[121.488398, 23.424076]",proj_qQzDtPqBg5P1YUtKMpnKSmwW,map,False,natural-regeneration,342185.0,72000.0,TW,EUR,[],5c52ad1193484207899687.jpeg,False,False,True,False,"Location your planting site is located - Exact GPS coordinates of the planting site
The Wangzailiao barrier island in Taijiang national Park",1.0,Coastal Reforestation for the largest lagoon in Taiwan,"[10, 25, 50, 100]",5.0,trees,0,[],coastal-reforestation-in-taiwan,"['DE', 'US', 'ES']",5b41ac891f21d246723037.png,221,TW,"26F.-10, No. 95, Sec. 1, Xintai 5th Rd., Xizhi Dist.",New Taipei City,Tse-Xin Organic Agriculture Foundation,tpo_bgsWCk2NfF9e51SmF0SARkQy,ly.cheng@toaf.org.tw,tse-xin-organic-agriculture-foundation,21.0,21.0,,,,,,[],,,,,,,
115,Feature,Point,"[5.602231526538538, 6.99222519585248]",proj_pDvP8cos3NLawCOfn7HImXqU,map,False,agroforestry,81.0,2000000.0,NG,EUR,[],5cb5d9729260f495707242.jpg,False,False,True,False,"Akinlalu, Ife North Local Government Area, Osun State, Nigeria",2.0,"Tree, the Solution","[10, 25, 50, 100]",5.0,trees,0,[],tree-the-solution,"['DE', 'US', 'ES']",5ca4bae618759891550799.jpeg,222345,NG,"Klm 130 Lagos-Ibadan Expressway, Hossana Bus Stop, Academy",Ibadan,Aerobic Tree Planting Empowerment Foundation,tpo_z5wS67yHZ38zqaXkfgArMB6o,ao@aerobicagroforestry.com.ng,aerobic-farms-limited,3.0,3.0,,,,,,[],,,,,,,
116,Feature,Point,"[36.65040892473833, 0.039978939549045]",proj_GBLXtbJ4Zpxhe7jTdkwFP2Z7,map,True,large-scale-planting,629860.0,1000000.0,KE,EUR,[],5bf3f61ec503c384837334.jpeg,False,True,True,False,Kenya,2.0,Watu Wa Miti Campaign (People of the Trees),"[10, 25, 50, 100]",5.0,trees,283,[],https-www-internationaltreefoundation-org-kenya-programme,"['DE', 'US', 'ES']",5e6795d1eb849871705147.png,OX4 1JE,GB,106-108 Cowley Road,Oxford,International Tree Foundation,tpo_bb6W3HHcMDlIrDthOOkRAI1U,info@internationaltreefoundation.org,international-tree-foundation,1.75,1.75,,,,,,[],,,,,,,
117,Feature,Point,"[37.906958914064, -5.4381482079439]",proj_APxvAapPEARZBTWB3fBMYCtl,map,True,urban-planting,2374.0,250000.0,TZ,EUR,[],63803d2bdee71031989464.jpg,False,False,True,False,,0.0,"FRUIT TREES TO THE PUBLIC SCHOOL'S RESERVED AREA-HANDENI,TANZANIA",,,trees,0,[],http-www-inukayouth-org,"['DE', 'US', 'ES']",62f4f54f29788128940734.png,00000,TZ,P.O.Box 356 Handeni Tanga-Tanzania,Tanga-Tanzania,Inuka Youth Development Organization,prf_DkRx7Gadboaq9yDvOibWjOzb,inukayouth2021@gmail.com,inuka-youth-development-organization,0.41000000000000003,0.41000000000000003,,,,,,[],,,,,,,
118,Feature,Point,"[-97.375663888889, 25.846958337561]",proj_h3Yx0ZOVm11bac9cqUAhRHoC,map,False,large-scale-planting,22308.0,40000.0,US,EUR,[],5f8911b571241099886384.jpeg,False,False,True,False,United States of America,2.0,"Creating Thornforests in the Lower Rio Grande Valley, Texas","[10, 25, 50, 100]",5.0,trees,0,[],creating-thornforests-in-the-lower-rio-grande-valley-texas,"['DE', 'US', 'ES']",,20005,US,1220 L St NW Ste. 750,Washington,American Forests,tpo_oR8JJGUsx2g5w7JbEl32gaGp,sschmid@americanforests.org,american-forests,7.8,7.8,,,,,,[],,,,,,,
119,Feature,Point,"[46.478156108471, -15.739445029149]",proj_cVpKWdkq5nM31NfQ5Yn9pXMY,map,False,mangroves,8000000.0,8000000.0,MG,EUR,[],60468b302bcee317621381.jpeg,False,False,True,False,,10.0,"Madagascar Restoration Project - Nosy La Guerre, Betsiboka River Estuary","[100, 250, 1000, 2500]",50.0,trees,0,[],eden-reforestation-projects-sf-madagascar,"['DE', 'US', 'ES']",5cae3e3395e52084699403.jpeg,91741,US,303 W Foothill Blvd. Unit 13,Glendora,Eden Reforestation Projects,tpo_4DeNcQv0Dn8bFAm12PlY8zec,info@edenprojects.org,eden-reforestation-projects,0.0,0.0,,,,,,[],,,,,,,
120,Feature,Point,"[83.944163469, 28.303150516168]",proj_35JZ2XEV2TOaq7mvQCmr1UPC,map,True,large-scale-planting,328538.0,2500000.0,NP,EUR,[],5f7de441cd659657174339.jpeg,False,False,True,False,Nepal,2.0,Eden Reforestation Projects - Nepal,"[10, 25, 50, 100]",5.0,trees,0,[],eden-reforestation-projects-nepal,"['DE', 'US', 'ES']",5cae3e3395e52084699403.jpeg,91741,US,303 W Foothill Blvd. Unit 13,Glendora,Eden Reforestation Projects,tpo_4DeNcQv0Dn8bFAm12PlY8zec,info@edenprojects.org,eden-reforestation-projects,0.14,0.14,,,,,,[],,,,,,,
121,Feature,Point,"[8.4989, 50.2962]",proj_D9BS3eY1Y9yxdR5vZ45MXw1b,map,True,large-scale-planting,3604.0,1200000.0,DE,EUR,[],620e4d7c54e78261706296.png,False,False,True,False,,0.0,WaldLiebe Forest Protection Project,"[10, 25, 50, 100]",5.0,trees,0,[],wald-liebe,"['DE', 'US', 'ES']",61f2c119d927a850866545.jpg,61267,DE,Bahnhofstraße 26,Neu-Anspach,WaldLiebe Waldschutzprojekt Neu-Anspach e.V.,tpo_pRmUHJAFOALr7ly4qitRomkY,waldliebe-neu-anspach@t-online.de,waldliebe-waldschutzprojekt-neu-anspach-e-v,5.0,5.0,,,,,,[],,,,,,,
122,Feature,Point,"[145.368476, -16.22885]",proj_ElCfC9yOt8MhROUL4El5dWcc,map,False,large-scale-planting,154.0,150000.0,AU,EUR,[],61259d2b8e51b911393759.jpg,False,False,True,False,,1.0,Planting in the Worlds Oldest Rainforest - Daintree Rainforest Australia,"[10, 25, 50, 100]",5.0,trees,0,[],daintreereforestation,"['DE', 'US', 'ES']",605c3d6166825597365851.png,2482,AU,81 83 Burringbar St,Mullumbimby,Rainforest Rangers,tpo_YAyAMCLvBdM5r5LFrfD8Ts9a,zia@rainforestrangers.org,rainforest-rangers,7.0,7.0,,,,,,[],,,,,,,
